,title,rating,fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Protein,Added sugars,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Biotin,Pantothenic acid,Phosphorus,Magnesium,Zinc,Selenium,Copper,Manganese,Molybdenum,Potassium,Choline
3984,Roast Quail with Fresh Figs,4.375,3.3589743589743595,3.195,1.6666666666666667,25.560000000000002,17.130434782608695,0.3571428571428571,1.42,120.0,0.1111111111111111,0.0,1.9230769230769234,0.5,0.0,0.6666666666666667,0.0,2.0,4.076923076923077,1.7812499999999998,1.4705882352941178,0.5,0.0,0.0,0.0,1.6,0.7142857142857143,0.7272727272727273,0.7272727272727273,2.111111111111111,0.0,0.0,3.1276595744680855,0.6727272727272727
3991,"Tomato Toast with Peaches, Mozzarella, and Mint",5.0,65.64102564102564,98.70000000000002,46.0,62.13454545454546,42.30434782608696,18.57142857142857,53.68,8.0,0.0,5.888888888888888,44.53846153846154,14.444444444444445,0.0,0.0,0.0,0.0,11.615384615384617,11.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212765957446807,0.0
4003,"Tomato, Cucumber and Guacamole Sandwiches",4.375,109.17948717948717,95.17,119.66666666666669,54.665454545454544,104.60869565217392,19.285714285714285,78.64,0.0,13.777777777777775,97.44444444444444,63.38461538461539,31.66666666666667,7.5,36.4,0.0,95.66666666666667,52.07692307692308,31.456250000000004,6.411764705882353,11.75,31.66666666666667,0.0,0.2199999999999999,15.6,8.571428571428571,15.363636363636363,39.09090909090909,20.666666666666668,1.9130434782608692,0.0,9.574468085106382,32.127272727272725
4013,Five-Spice Tofu Stir-Fry with Carrots and Celery,4.375,9.679487179487179,5.6850000000000005,0.0,21.8,37.956521739130444,17.857142857142858,57.6,0.0,33.666666666666664,6.333333333333334,15.30769230769231,33.5,0.0,10.2,0.0,32.833333333333336,32.15384615384615,23.481250000000003,36.05882352941177,70.0,0.0,0.0,5.2,2.8000000000000003,45.47619047619048,16.0,23.272727272727273,280.66666666666663,0.0,0.0,3.7234042553191498,22.6
4095,Tunisian Soup with Chard and Egg Noodles,4.375,11.474358974358974,8.735,0.6666666666666667,23.6,16.34782608695652,66.78571428571428,41.76,0.0,35.0,28.33333333333333,11.846153846153847,44.44444444444444,0.0,15.866666666666664,0.0,3.166666666666667,6.846153846153847,2.475,6.764705882352942,2.75,0.0,0.0,0.0,3.84,20.0,3.4545454545454546,1.6363636363636365,20.666666666666668,0.0,0.0,8.404255319148936,3.4545454545454546
4121,Ham and Swiss Puff-Pastry Quiche,4.375,104.6923076923077,236.325,80.0,27.494545454545452,84.08695652173913,14.642857142857144,111.52000000000001,0.0,1.4444444444444444,0.0,89.6923076923077,9.555555555555555,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,15.042553191489363,13.745454545454544
4203,Kale and White Bean Soup,4.375,15.58974358974359,10.97,7.666666666666666,15.18909090909091,38.0,37.5,35.92,0.0,85.22222222222223,142.22222222222226,16.0,22.88888888888889,0.0,16.46666666666667,0.0,15.166666666666668,31.692307692307693,26.3125,37.64705882352941,18.25,16.666666666666668,0.0,0.0,21.12,23.80952380952381,20.727272727272727,28.181818181818183,61.666666666666664,43.47826086956522,0.0,25.78723404255319,10.727272727272727
4235,Classic Posole,4.375,26.03846153846154,34.495000000000005,44.666666666666664,28.280000000000005,44.39130434782609,126.07142857142856,139.08,0.0,0.0,5.444444444444445,8.846153846153847,64.16666666666666,0.0,6.066666666666666,0.0,7.5,7.6923076923076925,2.6875,6.764705882352942,5.25,0.0,0.0,0.0,8.4,9.523809523809524,6.2727272727272725,14.000000000000002,21.77777777777778,0.0,0.0,7.829787234042553,2.963636363636364
4306,Lamb Burgers in Pita with Yogurt Sauce,4.375,30.961538461538467,60.235,28.666666666666668,16.18181818181818,15.652173913043478,1.7857142857142856,42.04,0.0,0.3333333333333333,91.66666666666666,62.53846153846154,8.444444444444445,0.0,0.1333333333333333,0.0,1.7500000000000002,13.384615384615385,0.4499999999999999,2.176470588235294,1.5,15.416666666666668,0.0,0.0,1.52,5.000000000000001,7.0,0.5454545454545454,5.0,0.0,0.0,6.191489361702128,0.7818181818181817
4319,Deviled Ham and Pickle Sandwiches,4.375,109.03846153846156,63.18499999999999,36.66666666666667,2.5018181818181815,124.34782608695653,15.357142857142856,46.58,0.0,1.8888888888888888,0.4444444444444444,5.461538461538462,13.5,3.5,3.8,0.0,51.25,19.769230769230766,41.35,28.235294117647058,2.0,16.666666666666668,0.0,0.0,30.72,16.19047619047619,22.545454545454547,123.27272727272727,22.0,0.0,0.0,11.085106382978724,17.818181818181817
4335,"Smoked Turkey, Blue Cheese, and Red Onion Sandwiches",4.375,26.474358974358974,64.6,29.333333333333332,26.643636363636364,101.69565217391305,30.71428571428572,89.74,0.0,13.333333333333334,16.444444444444446,58.15384615384616,34.111111111111114,0.0,0.0,0.0,83.33333333333334,25.538461538461537,29.312500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.787234042553191,0.0
4448,Pasta with Tomatoes and Goat Cheese,4.375,113.76923076923079,219.445,49.66666666666667,33.538181818181826,93.26086956521739,24.642857142857146,123.25999999999999,0.0,35.33333333333333,11.555555555555557,61.84615384615384,41.777777777777786,0.0,44.4,0.0,89.91666666666667,29.153846153846153,38.93125,6.705882352941177,10.5,0.0,0.0,5.42,2.4800000000000004,6.428571428571429,3.8181818181818183,2.545454545454545,27.444444444444446,1.9130434782608692,0.0,4.127659574468086,4.163636363636364
4462,Beer-Can Chicken,5.0,2.2948717948717947,4.45,15.0,1.2909090909090908,7.956521739130435,0.0,43.72,0.0,0.0,0.0,0.3076923076923077,0.1111111111111111,0.0,0.0,0.0,0.4166666666666667,1.9230769230769231,3.2062500000000003,2.705882352941176,1.5,0.8333333333333334,0.0,0.0,1.12,1.4285714285714286,0.0909090909090909,1.0909090909090908,0.5555555555555556,0.0,0.0,0.574468085106383,1.8363636363636364
4479,Green Pea Soup with Tarragon and Pea Sprouts,4.375,27.730769230769234,42.45,5.0,27.494545454545452,34.69565217391305,24.285714285714285,37.26,8.0,8.555555555555555,0.0,21.230769230769226,26.666666666666664,0.0,15.4,0.0,51.16666666666667,35.69230769230769,31.625,32.235294117647065,34.5,15.416666666666668,0.0,0.0,21.6,27.38095238095238,35.72727272727273,13.090909090909092,49.333333333333336,0.0,0.0,29.063829787234038,10.527272727272727
4495,Kale Minestrone with Pistou,5.0,21.692307692307693,18.345000000000002,24.666666666666668,39.341818181818184,52.65217391304347,47.857142857142854,49.28,0.0,91.77777777777779,141.44444444444446,18.769230769230766,42.111111111111114,2.5,20.866666666666667,0.0,104.25000000000001,61.61538461538461,51.53750000000001,35.47058823529412,21.0,11.666666666666668,0.0,0.0,21.6,23.80952380952381,12.09090909090909,25.45454545454546,58.888888888888886,43.47826086956522,0.0,27.48936170212766,14.218181818181819
4541,Smoked Chicken and Sugar Snap Pea Salad with Mint,4.375,49.93589743589743,37.269999999999996,98.33333333333334,88.38909090909091,29.217391304347824,68.57142857142857,106.04,0.0,52.0,52.222222222222214,18.46153846153846,34.94444444444444,7.5,5.733333333333334,0.0,9.833333333333334,22.384615384615387,1.26875,5.8235294117647065,10.5,20.833333333333336,0.0,0.0,13.12,6.666666666666667,12.727272727272727,36.18181818181819,17.88888888888889,0.0,0.0,9.829787234042554,31.472727272727273
4556,Pork Noodle Soup with Cinnamon and Anise,4.375,40.5,30.444999999999993,19.33333333333333,36.49454545454545,269.0,56.07142857142857,83.92,0.0,2.5555555555555554,112.44444444444444,106.76923076923076,218.22222222222223,4.0,2.733333333333333,0.0,58.25000000000001,54.0,67.1,65.11764705882354,6.25,21.250000000000004,0.0,15.94,58.160000000000004,61.90476190476191,75.9090909090909,51.27272727272727,116.55555555555556,100.0,0.0,44.91489361702128,13.636363636363637
4605,Seared Salmon with Winter Vegetables and Kombu Broth,4.375,31.205128205128204,25.41,24.666666666666664,14.378181818181815,32.65217391304348,25.0,59.68,0.0,34.333333333333336,53.111111111111114,14.615384615384617,21.11111111111111,0.0,45.86666666666667,3.916666666666667,13.833333333333332,15.692307692307693,12.05,8.941176470588236,16.25,40.0,0.0,7.9,17.2,10.238095238095237,5.2727272727272725,30.181818181818183,12.222222222222221,17.47826086956522,0.0,5.680851063829787,7.781818181818181
4608,Greek Lamb Burgers with Spinach and Red Onion Salad,4.375,63.948717948717956,169.65,25.333333333333336,64.95636363636365,54.869565217391305,16.785714285714285,62.86,0.0,0.0,31.333333333333336,8.461538461538462,46.16666666666667,0.0,0.0,0.0,83.33333333333334,25.538461538461537,29.312500000000004,0.0,0.0,104.16666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4611,Grilled Ham and Swiss Sandwiches,4.375,81.11538461538463,175.135,57.66666666666667,29.89454545454545,167.3478260869565,42.14285714285714,114.92,0.0,2.333333333333333,30.444444444444443,90.6923076923077,17.11111111111111,3.5,3.8666666666666663,14.000000000000002,55.83333333333333,26.0,44.44375,34.529411764705884,16.25,16.666666666666668,0.0,4.0,34.480000000000004,24.30952380952381,31.090909090909093,128.36363636363637,31.333333333333336,2.4347826086956523,0.0,18.70212765957447,19.0
4643,Asian Chicken-Noodle Salad with Snap Peas,4.375,8.205128205128204,12.649999999999999,15.0,12.709090909090909,15.521739130434781,17.5,52.599999999999994,0.0,39.44444444444444,43.888888888888886,7.692307692307692,9.722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.872340425531915,0.0
4681,Bratwurst with Creamy Apple Compote,4.375,23.71794871794872,35.7,42.66666666666666,14.290909090909093,23.956521739130437,22.5,51.419999999999995,0.0,0.0,8.666666666666668,7.384615384615385,11.055555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3404255319148937,0.0
4684,"Zuppa di Cavolo Nero, Cannellini, e Salsicce: Kale, White Bean, and Sausage Soup",4.375,39.56410256410256,46.705,50.33333333333332,45.30545454545455,66.26086956521739,152.14285714285714,140.2,0.0,34.22222222222222,153.8888888888889,28.23076923076923,81.27777777777779,0.0,15.533333333333333,0.0,15.75,28.846153846153847,24.46875,35.88235294117648,18.25,16.666666666666668,0.0,5.2,20.560000000000002,25.95238095238095,21.272727272727273,29.454545454545457,63.777777777777786,43.47826086956522,0.0,23.872340425531917,11.672727272727272
4736,Gialina's Kale & Farro Salad with Avocado,4.375,62.58974358974359,38.09,13.333333333333334,16.03272727272727,47.347826086956516,16.071428571428573,16.14,0.0,40.55555555555556,179.66666666666669,17.92307692307692,16.055555555555557,0.0,30.666666666666664,0.0,1.6666666666666667,13.076923076923077,7.5,16.176470588235297,1.0,10.833333333333334,0.0,0.0,6.720000000000001,9.999999999999998,2.272727272727273,2.909090909090909,30.555555555555557,43.47826086956522,0.0,10.74468085106383,0.6545454545454545
4824,Halibut Ceviche With Tomato and Cucumber,5.0,101.17948717948717,59.684999999999995,34.333333333333336,65.82545454545455,70.26086956521739,75.0,104.16,0.0,1.8888888888888888,56.44444444444444,18.153846153846153,35.944444444444436,0.0,76.66666666666666,3.916666666666667,15.083333333333332,17.923076923076923,12.61875,11.588235294117647,14.75,50.833333333333336,0.0,5.44,21.200000000000003,11.904761904761905,10.363636363636363,33.09090909090909,20.555555555555554,7.91304347826087,0.0,15.212765957446805,10.399999999999999
4836,Avocado and Grapefruit Salad,4.375,93.17948717948717,57.125,21.0,35.39272727272727,59.0,59.285714285714285,60.07999999999999,0.0,41.11111111111111,45.44444444444444,15.384615384615383,29.11111111111111,0.0,36.666666666666664,0.0,4.833333333333334,10.461538461538462,11.1625,8.23529411764706,4.0,27.5,0.0,0.0,8.16,4.761904761904763,14.90909090909091,17.09090909090909,5.888888888888889,0.0,0.0,4.191489361702128,6.927272727272727
4853,"Individual Zucchini, Lemon, and Ricotta Galettes",4.375,117.76923076923079,211.39000000000004,59.66666666666667,12.087272727272728,143.52173913043478,3.928571428571429,120.3,0.0,42.111111111111114,18.444444444444443,86.3076923076923,6.666666666666667,3.5,4.666666666666667,7.333333333333332,4.833333333333334,47.230769230769226,1.26875,8.294117647058824,3.5,80.83333333333334,0.0,9.0,63.919999999999995,12.38095238095238,46.81818181818183,82.72727272727272,6.333333333333334,3.0869565217391304,0.0,12.340425531914894,5.636363636363636
4870,Steak Salad with Pickled Vegetables,4.375,13.841025641025642,28.975,17.666666666666668,54.39272727272727,18.304347826086953,18.007142857142856,51.29,0.0,73.11111111111111,160.7777777777778,7.807692307692307,34.47777777777779,0.0,3.4666666666666663,0.0,8.341666666666667,12.13846153846154,8.84375,20.411764705882355,10.0,0.0,0.0,5.2,3.5840000000000005,7.142857142857142,3.5090909090909097,1.2727272727272725,14.200000000000001,4.343478260869565,0.0,7.042553191489363,2.4363636363636365
4896,"Roast Beef, Red Pepper, Spinach, and Feta Sandwiches with Tahini Dressing",4.375,85.28974358974361,241.78500000000003,43.0,34.414545454545454,81.91304347826086,134.07857142857145,106.91,0.0,0.5555555555555556,166.55555555555557,42.42307692307693,207.3111111111111,0.0,6.000000000000001,0.0,6.425000000000001,13.446153846153846,14.2625,22.176470588235293,3.0,120.83333333333336,0.0,0.0,7.024000000000001,5.238095238095239,13.781818181818181,14.181818181818182,11.200000000000001,4.343478260869565,0.0,6.425531914893617,6.2727272727272725
4962,Ripe Olive and Avocado Quesadillas,4.375,133.03846153846155,147.15,31.0,46.905454545454546,119.6086956521739,149.2857142857143,56.6,8.0,2.666666666666667,23.999999999999996,53.46153846153846,194.1111111111111,0.0,71.6,0.0,2.3333333333333335,4.0,1.4375,1.411764705882353,1.25,10.833333333333334,0.0,0.0,2.7199999999999998,2.857142857142857,3.3636363636363638,4.181818181818182,19.11111111111111,0.0,0.0,11.808510638297872,2.381818181818182
5028,Crab Cakes and Baby Greens with Lemon Vinaigrette,5.0,18.91025641025641,15.360000000000001,86.66666666666666,4.134545454545455,45.869565217391305,3.9285714285714293,82.9,0.0,7.666666666666668,5.0,12.923076923076923,10.222222222222223,0.5,34.333333333333336,0.0,10.666666666666668,16.846153846153847,41.0875,26.941176470588232,22.75,198.33333333333337,0.0,0.0,46.239999999999995,17.857142857142858,57.363636363636374,152.72727272727272,118.22222222222221,0.0,0.0,11.25531914893617,37.43636363636364
5047,Dominican Chimichurri Burgers,5.0,10.071794871794872,21.375000000000004,17.666666666666668,36.49454545454546,54.391304347826086,44.79285714285714,74.83,0.0,118.88888888888889,124.88888888888889,12.423076923076923,67.75555555555557,0.0,11.133333333333333,0.0,97.84166666666667,64.29230769230769,53.61875,54.70588235294118,38.75,0.0,0.0,11.620000000000001,12.384,22.38095238095238,10.327272727272728,3.454545454545454,31.08888888888889,14.430434782608698,0.0,22.297872340425535,8.872727272727271
5192,Buckwheat Crêpe Noodles with Chive Butter,4.375,37.858974358974365,80.73,10.666666666666668,22.563636363636363,7.782608695652173,20.357142857142858,19.36,0.0,24.22222222222222,64.55555555555556,16.923076923076927,8.88888888888889,0.0,1.4,0.0,6.5,8.846153846153847,4.04375,8.11764705882353,26.25,0.0,0.0,0.0,4.64,10.0,5.090909090909091,1.6363636363636365,17.444444444444443,0.0,0.0,6.297872340425532,0.9454545454545455
5223,Spicy Soba Noodles with Shiitakes and Cabbage,4.375,10.487179487179485,4.575,0.0,57.24000000000001,17.130434782608695,140.3571428571429,31.36,0.0,33.666666666666664,29.666666666666664,37.84615384615385,187.88888888888889,0.0,3.4666666666666663,0.0,88.41666666666667,28.692307692307693,38.36875,5.882352941176471,10.0,0.0,0.0,5.2,2.24,5.0,2.363636363636364,1.2727272727272725,7.777777777777778,0.0,0.0,10.723404255319151,2.4363636363636365
5237,Crab Cakes with Tomato Cream Sauce,4.375,14.628205128205128,12.175,78.99999999999999,5.054545454545455,51.869565217391305,11.428571428571427,68.68,8.0,7.111111111111112,3.6666666666666665,13.53846153846154,11.277777777777777,0.5,28.333333333333336,0.0,7.500000000000001,10.23076923076923,30.799999999999997,19.29411764705882,19.75,181.66666666666669,0.0,0.0,40.56,14.761904761904763,44.727272727272734,138.54545454545453,113.44444444444444,0.0,0.0,18.51063829787234,31.163636363636364
5246,Onion and Bacon Tart,4.375,132.94871794871796,266.75,107.00000000000001,27.050909090909094,79.0,8.214285714285714,99.41999999999999,0.0,0.0,0.0,18.846153846153847,26.611111111111114,0.0,0.0,0.0,83.33333333333334,25.538461538461537,29.312500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5271,"Pepper-Crusted Beef, Bacon, and Arugula Sandwiches with Spicy Mustard",5.0,140.9871794871795,100.41,61.66666666666667,68.65090909090908,112.30434782608695,78.57142857142857,133.7,0.0,13.777777777777779,44.55555555555556,28.307692307692307,67.3888888888889,0.0,2.3999999999999995,0.0,16.416666666666668,6.9230769230769225,5.918750000000001,8.352941176470589,15.999999999999998,0.0,0.0,0.0,11.120000000000001,17.857142857142858,13.363636363636363,66.9090909090909,14.666666666666666,0.0,0.0,16.21276595744681,5.254545454545454
5303,Beef Empañadas,4.375,98.11538461538463,145.135,47.666666666666664,24.97090909090909,64.21739130434783,23.214285714285715,94.67999999999999,0.0,35.22222222222222,6.777777777777779,18.000000000000004,50.611111111111114,0.0,44.4,0.0,5.75,5.461538461538463,5.43125,6.705882352941177,10.25,0.0,0.0,5.2,2.4800000000000004,6.190476190476191,3.454545454545455,2.545454545454545,25.77777777777778,0.0,0.0,3.9361702127659584,4.163636363636364
5331,Italian Sausage and Tortellini Soup,4.375,7.833333333333334,11.925,25.333333333333336,31.483636363636368,10.565217391304348,18.214285714285715,72.0,0.0,33.666666666666664,6.333333333333334,2.1538461538461537,29.500000000000004,0.0,3.4666666666666663,0.0,88.41666666666667,28.692307692307693,38.36875,5.882352941176471,10.0,0.0,0.0,5.2,2.24,5.0,2.363636363636364,1.2727272727272725,7.777777777777778,0.0,0.0,3.5744680851063837,2.4363636363636365
5356,Curried Egg Salad,4.375,146.91025641025644,144.95999999999998,29.333333333333336,32.72727272727273,89.78260869565217,36.07142857142857,26.58,0.0,39.888888888888886,44.33333333333333,19.76923076923077,14.11111111111111,0.0,2.333333333333333,0.0,15.75,5.076923076923077,3.5062500000000005,4.058823529411765,1.7500000000000002,0.0,0.0,0.0,8.64,11.428571428571429,5.818181818181818,61.81818181818181,8.222222222222221,0.0,0.0,3.191489361702128,4.072727272727272
5434,"Spinach, Feta, and Pine-Nut Phyllo Tart",4.375,169.3717948717949,234.68,36.333333333333336,17.33818181818182,125.0,25.0,107.46,0.0,29.77777777777778,33.55555555555556,75.07692307692307,55.611111111111114,2.5,71.73333333333333,7.333333333333332,35.66666666666667,51.615384615384606,38.20625,17.94117647058824,13.0,179.16666666666669,0.0,9.0,101.84,70.95238095238095,109.45454545454547,77.99999999999999,156.33333333333334,3.0869565217391304,0.0,19.48936170212766,18.98181818181818
5465,Mexican Sandwiches,4.375,126.03846153846155,172.03500000000003,54.0,32.20363636363636,136.17391304347825,32.142857142857146,113.08,0.0,1.1111111111111112,0.8888888888888888,9.846153846153847,32.277777777777786,0.0,36.733333333333334,0.0,92.50000000000001,37.07692307692307,32.875,7.352941176470589,6.25,10.833333333333334,0.0,0.0,10.88,11.19047619047619,8.545454545454545,16.90909090909091,22.88888888888889,0.0,0.0,11.25531914893617,3.618181818181818
5474,"Salmon Salad with Fennel, Orange, and Mint",4.375,14.320512820512821,11.030000000000001,15.999999999999998,75.08000000000001,39.73913043478261,15.0,42.76,0.0,7.222222222222221,13.777777777777779,5.307692307692308,7.333333333333332,0.0,7.400000000000001,0.0,0.8333333333333334,2.6923076923076925,4.33125,3.941176470588236,6.5,0.0,0.0,0.0,4.5600000000000005,4.523809523809524,2.090909090909091,1.4545454545454546,8.333333333333332,0.0,0.0,10.04255319148936,2.7818181818181817
5476,Cornmeal Biscuits with Chorizo Gravy and Scallions,4.375,99.61538461538461,136.25,56.0,42.77454545454545,81.99999999999999,37.5,83.18,0.0,5.111111111111111,6.555555555555555,17.846153846153847,21.777777777777775,2.5,30.999999999999996,0.0,5.666666666666667,18.923076923076923,1.6750000000000003,2.882352941176471,2.25,20.0,0.0,0.0,9.84,4.285714285714286,6.181818181818182,6.545454545454545,1.2222222222222223,0.0,0.0,11.446808510638297,3.872727272727272
5553,"Spaghetti with Cauliflower, Green Olives, and Almonds",4.375,158.12820512820514,189.44500000000005,46.333333333333336,63.901818181818186,142.20695652173916,39.285714285714285,164.85999999999999,0.0,64.44444444444444,95.66666666666666,127.07692307692308,77.77777777777779,2.5,47.93333333333333,7.333333333333332,92.08333333333334,56.69230769230768,39.43125,11.47058823529412,12.0,58.333333333333336,0.0,14.420000000000002,95.2,74.28571428571428,88.09090909090911,102.7272727272727,278.5555555555556,89.78260869565219,0.0,21.53191489361702,6.7272727272727275
5596,Smoked Salmon Chowder,4.375,50.92307692307692,69.44999999999999,40.66666666666667,28.610909090909093,50.34782608695652,22.5,84.72,8.6,17.555555555555557,13.222222222222221,18.307692307692307,27.722222222222225,2.5,19.53333333333333,0.0,13.583333333333336,13.307692307692307,8.675,19.35294117647059,20.0,11.666666666666668,0.0,0.0,9.120000000000001,10.0,5.181818181818182,13.272727272727275,15.88888888888889,0.0,0.0,8.659574468085108,11.6
5617,Cream of Cope's Corn Soup with Shrimp and Wild Mushrooms,4.375,8.871794871794872,5.13,37.333333333333336,8.167272727272728,47.826086956521735,15.000000000000002,33.5,9.6,24.22222222222222,64.55555555555556,14.846153846153847,16.11111111111111,0.0,1.4,0.0,6.5,8.846153846153847,4.04375,8.11764705882353,26.25,0.0,0.0,0.0,4.64,10.0,5.090909090909091,1.6363636363636365,17.444444444444443,0.0,0.0,14.893617021276597,0.9454545454545455
5622,Asparagus Ravioli in Parmesan Sauce,5.0,37.93589743589744,77.0,28.666666666666668,34.92,78.26086956521739,21.42857142857143,86.5,0.0,29.11111111111111,0.0,67.46153846153845,33.611111111111114,2.5,3.5333333333333337,7.333333333333332,85.50000000000001,50.92307692307692,34.0,4.764705882352942,1.5,58.333333333333336,0.0,9.0,50.16,8.095238095238095,38.18181818181819,62.54545454545454,4.444444444444445,3.0869565217391304,0.0,8.127659574468085,2.5636363636363635
5641,Buffalo Grilled Shrimp with Blue Cheese Dip and Celery,5.0,22.94871794871795,62.5,55.333333333333336,2.6218181818181816,85.17391304347825,19.28571428571429,66.4,0.0,0.0,9.11111111111111,49.46153846153846,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5666,Chicken and White Bean Soup with Herb Swirl,4.375,7.038461538461539,7.105,15.0,5.850909090909091,27.08695652173913,17.5,53.68,0.0,0.1111111111111111,0.6666666666666666,2.1538461538461537,9.333333333333334,0.0,6.066666666666666,0.0,8.333333333333334,8.0,2.6875,6.764705882352942,5.5,0.0,0.0,0.2199999999999999,8.4,9.761904761904761,6.636363636363636,14.000000000000002,23.444444444444446,1.9130434782608692,0.0,8.02127659574468,2.963636363636364
5735,Grilled Sardine Tartines with Onion and Arugula,5.0,66.25641025641026,40.31,9.333333333333334,36.54181818181818,91.78260869565217,29.285714285714285,51.44,8.0,13.88888888888889,20.888888888888893,16.69230769230769,38.44444444444444,0.0,45.86666666666667,3.916666666666667,94.33333333333334,34.76923076923077,38.9375,4.588235294117647,6.25,40.0,0.0,5.66,15.28,6.19047619047619,4.181818181818182,28.545454545454547,8.222222222222221,9.826086956521738,0.0,22.127659574468087,7.781818181818181
5814,Nantucket Scallop Chowder,5.0,83.8974358974359,116.80999999999999,73.66666666666667,5.334545454545454,52.91304347826087,5.357142857142857,64.46,0.0,7.111111111111111,0.5555555555555556,2.5384615384615383,11.222222222222221,2.5,10.4,0.0,8.916666666666668,10.999999999999998,6.2,5.470588235294118,5.75,11.666666666666668,0.0,0.0,6.16,3.095238095238096,4.0,11.454545454545457,2.0,0.0,0.0,4.659574468085107,9.763636363636364
5826,"Fillet of Beef on Garlic Croutons with Roasted Onion, Caper, and Tarragon Sauce",5.0,7.538461538461538,20.610000000000003,17.666666666666668,12.18181818181818,9.26086956521739,0.0,40.0,0.0,0.1111111111111111,88.88888888888889,51.46153846153846,24.000000000000004,0.0,0.0,0.0,0.8333333333333334,0.3076923076923077,0.0,0.0,0.25,0.0,0.0,0.2199999999999999,0.0,0.2380952380952381,0.3636363636363636,0.0,1.6666666666666667,1.9130434782608692,0.0,0.1914893617021276,0.0
5854,"Lentils with Cucumbers, Chard, and Poached Egg",5.0,48.11538461538462,90.31,11.333333333333334,29.35272727272727,49.8695652173913,31.428571428571427,24.939999999999998,0.0,39.44444444444445,35.666666666666664,17.000000000000004,18.72222222222222,0.0,25.4,0.0,10.75,13.461538461538463,7.9625,16.647058823529413,20.0,0.4166666666666667,0.0,0.0,11.599999999999998,27.38095238095238,10.181818181818182,4.909090909090908,42.77777777777778,0.0,0.0,17.53191489361702,7.709090909090909
5870,Crustless Quiche,4.375,75.34615384615385,173.42499999999998,57.66666666666667,23.138181818181817,66.13043478260869,11.428571428571429,103.1,0.0,1.4444444444444444,0.0,77.38461538461539,4.666666666666666,3.5,1.4666666666666666,0.0,35.5,14.692307692307692,37.84375,24.176470588235293,0.25,16.666666666666668,0.0,0.0,22.08,4.761904761904762,16.727272727272727,61.45454545454545,13.77777777777778,0.0,0.0,7.8936170212765955,13.745454545454544
5875,Rava Dosas with Potato Chickpea Masala,4.375,89.65384615384616,131.16,47.66666666666667,76.16,60.347826086956516,138.57142857142856,119.92,0.0,17.11111111111111,30.555555555555557,76.15384615384616,170.61111111111111,2.5,38.666666666666664,0.0,71.00000000000001,45.69230769230769,51.825,61.235294117647065,46.25,11.666666666666668,0.0,0.0,37.2,59.76190476190476,55.63636363636364,41.45454545454545,105.11111111111111,686.9565217391306,0.0,36.53191489361702,24.07272727272727
5879,Prosciutto and Goat Cheese Timbales with Mixed Greens,5.0,83.91025641025641,185.885,69.33333333333333,13.672727272727272,164.39130434782606,18.571428571428573,121.48,0.0,40.0,50.0,62.30769230769231,18.611111111111114,0.0,6.000000000000001,0.0,3.166666666666667,6.615384615384615,10.2875,7.647058823529412,3.0,16.666666666666668,0.0,0.0,5.680000000000001,3.095238095238096,12.636363636363637,14.181818181818182,4.777777777777778,0.0,0.0,2.9574468085106385,6.2727272727272725
5881,"Crab, Mango, and Avocado Salad with Citrus Dressing",4.375,104.06410256410255,64.605,99.99999999999999,97.60727272727271,112.78260869565217,96.07142857142858,160.0,0.0,115.44444444444443,92.1111111111111,36.61538461538461,60.44444444444444,0.5,69.6,0.0,106.25,56.46153846153845,78.16250000000001,37.05882352941176,43.25,209.16666666666669,0.0,5.2,52.800000000000004,27.142857142857142,64.36363636363637,158.0,131.55555555555554,0.0,0.0,40.06382978723404,42.43636363636364
5896,Pasta Salad with Tomatoes and Corn,4.375,43.84615384615385,85.2,28.666666666666668,48.10909090909092,96.43478260869566,25.000000000000004,88.66000000000001,9.6,68.55555555555556,43.888888888888886,70.92307692307692,25.833333333333336,2.5,3.5333333333333337,7.333333333333332,85.50000000000001,50.92307692307692,34.0,4.764705882352942,1.5,58.333333333333336,0.0,9.0,50.16,8.095238095238095,38.18181818181819,62.54545454545454,4.444444444444445,3.0869565217391304,0.0,5.276595744680851,2.5636363636363635
